producto,precio,tamaño,sizes_format
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras,9.50,3.0,kg
Comida perro adulto Supreme Compy pollo fresco con frutas y verduras,5.25,1.5,kg
Ministick dental perro adulto Compy,2.20,0.25,kg
Stick dental perro adulto con menta Compy,1.75,0.208,kg
Huesos de cuero con pollo y zanahoria Compy perro adulto,1.75,0.12,kg
Hueso dental perro adulto sabor menta y perejil Compy,1.75,0.192,kg
Bolsas para residuos caninos Kordis Doggy bags,1.30,45.0,ud
Champú perros y gatos con aloe vera Nuske efecto repelente,3.50,0.31,l
Agua de colonia para perros y gatos Krislin,3.40,0.25,l
Snack palitos perro adulto con pollo y ternera Compy,1.10,0.2,kg
Snack corazones perro adulto Compy,1.65,0.35,kg
Snack barritas perro adulto de ternera y cordero Compy,1.05,0.088,kg
Snack barritas perro adulto de pollo e hígado Compy,1.05,0.088,kg
Snack galletas perro adulto con pollo y ternera Compy razas pequeñas y medianas,1.40,0.35,kg
Snack galletas perro adulto con pollo y ternera Compy razas medianas y grandes,1.95,0.7,kg
Alimento completo para periquitos Granzoo,1.82,1.0,kg
Barritas de fruta y miel para periquitos Natura,1.85,0.09,kg
Alimento completo para canarios y jilgueros Granzoo,1.80,1.0,kg
Barritas de fruta y miel para canarios Natura,1.85,0.09,kg
Alimento completo para loros y cotorras Granzoo,3.30,0.7,kg
Alimento completo para ninfa y agaporni Granzoo,1.77,0.8,kg
Alimento completo conejos enanos Granzoo,1.70,0.8,kg
Alimento completo para roedores Granzoo,1.90,0.7,kg
Barritas de miel para roedores Natura,1.60,0.112,kg
Heno para conejos y roedores Granzoo con manzanilla,3.80,1.0,kg
Lecho vegetal para pequeñas mascotas Nuske,6.40,8.0,l
Fartons,2.25,0.25,kg
Berlina al cacao,1.45,0.24,kg
Croissant de mantequilla 26%,0.40,0.05,kg
Berlina glacé,1.35,0.2,kg
Trenza con nueces 4%,0.75,0.08,kg
Rosquillas al cacao,1.40,0.182,kg
12 Mini croissants de mantequilla,2.00,0.24,kg
Pastel de crema 65%,0.40,0.05,kg
6 Croissant rellenos de cacao,1.70,0.28,kg
Ensaimada,1.00,0.083,kg
Napolitana 3 chocolates 29%,0.85,0.085,kg
Caracola con pasas 10%,0.80,0.103,kg
Bizcocho de chocolate,4.20,0.8,kg
8 Magdalenas con azúcar,2.60,0.38,kg
Bizcocho con azúcar moreno y nueces,3.70,0.43,kg
Magdalenas con pepitas de chocolate,3.30,0.38,kg
Muffin chocolate 3%,1.10,0.12,kg
Xuxu relleno de crema 49%,0.50,0.051,kg
Bizcocho de chocolate sin gluten y sin lactosa,3.10,0.3,kg
Surtido croissants rellenos de crema de cacao y crema con leche sabor a chocolate blanco,2.55,0.3,kg
Bizcocho de yogur Hacendado,3.35,0.8,kg
Berlina biscuit con cobertura blanca y trozos de galleta rellena de crema de galleta,1.25,0.09,kg
Surtido Berlinas,2.95,0.241,kg
Napolitana mixta,0.90,0.13,kg
Empanada de atún,3.70,0.5,kg
Empanada de atún grande,7.40,1.12,kg
12 Mini saladas,1.25,0.2,kg
Empanadilla de tomate 22%,1.30,0.12,kg
6 Mini empanadillas de pisto,1.70,0.2,kg
Empanadilla de espinacas 26%,1.30,0.12,kg
Empanadilla de guisantes 13%,1.30,0.1,kg
Empanada rellena de pollo y setas con crema de queso,3.70,0.5,kg
Empanadilla de pollo 10% y bechamel,1.30,0.098,kg
Empanadilla de atún 16%,1.30,0.125,kg
Magdalenas Hacendado,1.90,0.55,kg
Valencianas Hacendado,2.40,0.7,kg
Croissant Hacendado,1.85,0.43,kg
Croissant relleno de crema al cacao Hacendado,1.85,0.375,kg
Fartons tradicionales Polo,1.30,0.12,kg
Bollo con pepitas de chocolate Hacendado Choco Buns,1.65,0.25,kg
Ensaimadas Hacendado,1.70,0.35,kg
Pan de leche Hacendado,1.70,0.48,kg
Bocaditos bañados al cacao Hacendado,2.15,0.5,kg
Sobaos Hacendado,1.90,0.48,kg
Crepes rellenos de chocolate Hacendado,1.40,0.192,kg
Palmeritas Hacendado,1.30,0.27,kg
Gofres clásicos Hacendado,1.25,0.22,kg
Gofres con chocolate Hacendado,1.45,0.28,kg
Napolitanas con relleno de cacao Hacendado,1.80,0.37,kg
Rosegones pasta de almendras Hacendado,1.85,0.25,kg
Bizcochos Hacendado,1.60,0.3,kg
Bizcochos de huevo Hacendado,1.75,0.4,kg
Napolitanas con relleno sabor crema Hacendado,1.80,0.37,kg
Tortas de aceite Inés Rosales,2.20,0.18,kg
Tortas de aceite Inés Rosales sin azúcar,2.75,0.15,kg
Bizcocho de chocolate sin gluten Hacendado,2.20,0.2,kg
Magdalenas sin gluten Hacendado,2.55,0.21,kg
Magdalenas integrales 0% azúcares añadidos Hacendado,2.00,0.28,kg
Magdalenas al cacao Hacendado,2.00,0.35,kg
Mantecadas Hacendado,2.20,0.52,kg
Mini magdalenas con pepitas de chocolate con leche Hacendado,1.80,0.27,kg
Caña de hojaldre rellena de crema sabor vainilla Hacendado con cobertura de cacao,1.70,0.255,kg
Palmera con cacao Hacendado,0.48,0.095,kg
Espiral al cacao Hacendado,0.32,0.064,kg
Bizcocho con baño de cacao Hacendado,0.34,0.068,kg
Rosquillas al cacao Hacendado,0.19,0.037,kg
Hojaldre cabello de Ángel Hacendado,0.50,0.1,kg
Palmera crema de avellana Hacendado,0.53,0.105,kg
Caña de cacao Hacendado,0.50,0.1,kg
Rollo con sabor nata Hacendado,0.21,0.042,kg
Rollo con sabor avellana Hacendado,0.21,0.042,kg
Hojaldre relleno de crema Hacendado sin azúcar añadido,0.40,0.08,kg
Harina de trigo Hacendado,0.70,1.0,kg
Harina de trigo grande Hacendado,2.90,5.0,kg
Harina de fuerza Hacendado,0.91,1.0,kg
Preparado para bizcochos con levadura incorporada Hacendado,1.05,1.0,kg
Harina de maíz blanco precocida Hacendado,1.59,1.0,kg
Harina fina de maíz Hacendado,1.20,0.4,kg
Harina integral de trigo Hacendado,0.80,1.0,kg
Preparado para pizzas Hacendado,1.45,1.0,kg
Harina de espelta Hacendado 100% integral,1.39,1.0,kg
Harina semolosa de trigo Hacendado especial para fritos,1.20,1.0,kg
Harina de arroz Hacendado,1.25,0.5,kg
Preparado para repostería y panificación Hacendado,2.70,1.0,kg
Harina de garbanzo Hacendado,2.00,0.5,kg
Levadura fresca Levital,0.45,0.05,kg
Chocolate negro fundir Hacendado,2.40,0.2,kg
Impulsor gasificante en polvo Royal uso alimentario,2.25,0.08,kg
Impulsor gasificante Hacendado para uso alimentario,0.70,0.09,kg
Gasificante repostería casera Hacendado,0.70,0.044,kg
Gelatina neutra en láminas Hacendado,1.00,0.02,kg
Preparado en polvo cuajada azucarada Royal sabor lácteo,1.45,0.048,kg
Preparado en polvo flan Royal,1.80,0.186,kg
Gotas de chocolate negro para fundir Hacendado,2.25,0.25,kg
Preparado en polvo flan Hacendado,1.40,0.19,kg
Chocolate blanco fundir Hacendado,2.25,0.2,kg
Preparado en polvo flanes y natillas Maizena Potax,1.75,0.192,kg
Aroma de vainilla Hacendado,2.00,0.15,l
Preparado en polvo natillas Hacendado,1.40,0.089,kg
Preparado en polvo gelatina piña Hacendado,1.50,0.17,kg
Preparado en polvo para crepes Hacendado,2.00,0.2,kg
Preparado en polvo gelatina fresa Hacendado,1.50,0.17,kg
Preparado en polvo gelatina fresa Hacendado 0% azúcar,2.00,0.026,kg
Preparado en polvo gelatina arándano Hacendado 0% azúcar,2.00,0.031,kg
Chocolate negro 70% cacao fundir Hacendado 0% azúcares añadidos,3.40,0.2,kg
Chocolate con leche fundir Hacendado,2.40,0.2,kg
Levadura de panadería Hacendado,1.50,0.07,kg
Masa fresca hojaldre Hacendado,2.40,0.52,kg
Masa fresca Hacendado hojaldre con mantequilla,2.80,0.52,kg
Masa fresca quebrada brisa Hacendado,2.20,0.46,kg
Masa fresca empanada Hacendado,2.40,0.46,kg
Masa de hojaldre sin gluten Hacendado,2.80,0.28,kg
Masa filo Bella,2.00,0.25,kg
3 Barras de pan,1.15,0.75,kg
Barra de pan,0.48,0.25,kg
3 Barras de pan aceite de oliva,1.60,0.6,kg
Barra pan de aceite de oliva,0.60,0.2,kg
Baguette,0.55,0.25,kg
Barra de pan campesina masa madre,0.60,0.25,kg
2 Baguettes para hornear,1.10,0.3,kg
Baguette sin gluten,1.95,0.175,kg
Barra pan de agua,0.90,0.24,kg
Pan de trigo espelta 100%,1.50,0.29,kg
Pan campeón del mundo,2.10,0.75,kg
Pan integral trigo 100%,1.55,0.35,kg
Hogaza de centeno 50%,1.80,0.5,kg
Barra pan de pueblo,1.60,0.8,kg
Barra de pan espiga,1.00,0.4,kg
5 Bocadillos,1.15,0.7,kg
Panecillo de queso 18%,0.45,0.085,kg
Chapata de cristal,0.35,0.071,kg
Pan mini semillas,0.35,0.09,kg
5 Barras de pan 51% integral,1.30,0.625,kg
Panecillo harina integral 50% de trigo sin sal añadida,0.35,0.08,kg
6 Panes de leche 3%,1.60,0.48,kg
Pulguita,0.17,0.04,kg
Panecillo de trigo integral 30%,0.35,0.07,kg
6 Panes de centeno 51%,1.55,0.47,kg
11 Panecillos,1.10,0.495,kg
Pan Viena,0.40,0.08,kg
Pan Bretzel,0.90,0.095,kg
6 Panecillos integrales 100%,1.05,0.27,kg
2 Panes integrales 100% fino,1.50,0.165,kg
Panecillo sin sal añadida,0.40,0.085,kg
4 Panes de cristal redondos cortados 100 % natural,1.95,0.24,kg
Pan campeón del mundo rebanado,2.10,0.75,kg
Pan integral trigo 100% rebanado,1.55,0.35,kg
Pan de trigo espelta 100% rebanado,1.50,0.29,kg
3 Barras de pan rebanadas,1.15,0.75,kg
Barra de pan rebanada,0.48,0.25,kg
3 Barras de pan aceite de oliva rebanadas,1.60,0.6,kg
Barra pan de aceite de oliva rebanada,0.60,0.2,kg
Barra de pan campesina masa madre rebanada,0.60,0.25,kg
Barra pan de agua rebanada,0.90,0.24,kg
Hogaza de centeno 50% rebanado,1.80,0.5,kg
Barra pan de pueblo rebanada,1.60,0.8,kg
Barra de pan espiga rebanado,1.00,0.4,kg
Pan de molde blanco sin corteza Hacendado,1.20,0.45,kg
Pan de molde blanco familiar Hacendado,1.25,0.82,kg
Pan de molde blanco Hacendado,0.85,0.46,kg
Pan de molde 100% integral familiar Hacendado,1.25,0.82,kg
Pan de molde 100% integral Hacendado,0.95,0.46,kg
Pan de molde 100% integral sin corteza Hacendado 0% azúcares añadidos,1.30,0.45,kg
Pan de molde blanco natural rústico Hacendado 0% azúcares añadidos,1.60,0.55,kg
Pan de molde blanco rebanada gruesa Hacendado,1.80,0.82,kg
Pan de molde cereales sin gluten Hacendado,2.90,0.47,kg
Pan de molde sin gluten blanco Hacendado,2.90,0.5,kg
Pan 5 semillas,1.60,0.5,kg
Barra de pan tradicional,1.35,0.7,kg
Barra de pan multifibras,1.40,0.6,kg
Pan de molde espelta 100% integral Hacendado,1.40,0.4,kg
Pan de molde con 35% avena Hacendado 0% azúcares añadidos con harina 100% integral,1.45,0.46,kg
Pan de molde semillas y pipas de calabaza Hacendado,1.75,0.58,kg
Pan de molde con 55% centeno Hacendado,1.55,0.72,kg
Pan de molde 12 cereales y semillas Hacendado,1.70,0.68,kg
Hogaza sin gluten,2.84,0.3,kg
Pan Brioche Hacendado,2.35,0.4,kg
Pan Bagel Hacendado,1.50,0.3,kg
Pan redondo sin gluten Hacendado,1.85,0.16,kg
Tortillas de trigo Hacendado,1.20,0.36,kg
Pan hot dog Hacendado,0.95,0.33,kg
Pan maxi hamburguesa Hacendado,0.90,0.3,kg
Tortillas de trigo integrales Hacendado,1.65,0.36,kg
Pan de hamburguesa Brioche Hacendado,1.05,0.15,kg
Maxi tortillas de trigo Hacendado,1.60,0.36,kg
Pan de Pita Original precocido,1.65,0.4,kg
Pan de hamburguesa Hacendado,1.00,0.22,kg
Mini tortillas de trigo Hacendado,1.75,0.3,kg
Piadinas pan estilo italiano Hacendado,2.10,0.32,kg
Pan Mini bocados Hacendado,1.25,0.165,kg
Pan de hamburguesa Hacendado Rústico 100% integral,1.25,0.33,kg
Tortillas de avena 51% Hacendado,1.95,0.36,kg
Tortillas de maíz Hacendado,1.95,0.208,kg
Pan tostado classic Hacendado,1.80,0.55,kg
Pan tostado cereales y semillas Hacendado,2.35,0.55,kg
Pan tostado pasas Hacendado,1.20,0.12,kg
Pan tostado 100% espelta integral Hacendado,1.55,0.25,kg
Panecillo tostado classic Hacendado,1.05,0.3,kg
Mini tostadas de trigo Minigrill extra finas,1.40,0.1,kg
Pan tostado 100% integral,1.90,0.55,kg
Mini biscotes de trigo Minigrill,0.80,0.12,kg
Panecillos tostados cereales y semillas Hacendado,1.25,0.25,kg
Panecillo tostado 100% integral de trigo Hacendado,1.10,0.3,kg
Pan tostado 100% integral bajo en sal y en azúcares Hacendado,2.30,0.54,kg
Pan tostado vitalité Wasa,2.60,0.28,kg
Pan tostado con tomate Hacendado,1.25,0.17,kg
Pan tostado con ajo y perejil Hacendado,1.25,0.17,kg
Tortas cenceñas para gazpacho manchego Ruiz,0.60,0.175,kg
Mini biscotes 100% integral Hacendado de trigo con sésamo,1.20,0.18,kg
Pan rallado sin gluten Hacendado,2.15,0.35,kg
Preparado crujiente Hacendado,1.60,0.4,kg
Pan rallado Hacendado,0.90,0.75,kg
Pan rallado con ajo y perejil Hacendado,1.05,0.5,kg
Pan rallado casero Hacendado,1.05,0.5,kg
Crackers integrales de espelta Bachman,1.70,0.24,kg
Pan de fibra y sésamo Hacendado,1.20,0.25,kg
Galletas saladas salpicks Galbusera,1.90,0.4,kg
Crackers 30% integral Galbusera,1.95,0.5,kg
Crackers con sal Galbusera,1.95,0.5,kg
Crackers sin gluten Hacendado con romero,1.80,0.2,kg
Tostadas sin gluten Hacendado,1.45,0.1,kg
Picos saladitos Hacendado,1.20,0.25,kg
Picos 100% integrales Hacendado,0.85,0.25,kg
Picos Hacendado,0.85,0.25,kg
Regañá Hacendado,1.10,0.25,kg
Piquitos bajos en sal Hacendado,1.30,0.25,kg
Grissini palitos de pan con sésamo Hacendado,1.50,0.2,kg
Grissini palitos de pan Hacendado,1.75,0.25,kg
Picos sin gluten Hacendado,1.50,0.1,kg
Picos camperos de Jerez Hacendado,1.05,0.25,kg
Piquitos con salvado San Roque,0.95,0.142,kg
Rosquilletas tradicionales Hacendado,1.10,0.16,kg
Rosquilletas de horno saladitas Anitin,1.45,0.154,kg
Palitos de pan con pipas Anitin,1.35,0.166,kg
Rosquilletas de horno Anitin,1.45,0.154,kg
Palitos de pan con cacahuete Anitin,1.35,0.166,kg
Palitos con frutos secos Hacendado,1.10,0.13,kg
Palitos de pan 100% trigo espelta integral Anitin,1.35,0.15,kg
Palitos de pan con chocolate Anitin,1.35,0.172,kg
Palitos de pan con queso Anitin,1.35,0.142,kg
Panes especiales con tomate y orégano Hacendado,0.90,0.08,kg
Panes especiales sabor pizza con queso Hacendado,0.90,0.08,kg
Panes especiales pipas calabaza Hacendado,0.90,0.08,kg
Palitos de pan con aceitunas Hacendado,1.25,0.128,kg
Picatostes fritos Hacendado,0.85,0.1,kg
Picatostes fritos con ajo Hacendado,0.85,0.1,kg
Picatostes tostados Hacendado,0.70,0.1,kg
Tarta carrot cake Hacendado congelada,10.00,0.75,kg
Tarta red velvet Hacendado congelada,9.50,0.7,kg
Tarta Ferrer bombón crujiente Hacendado congelada,9.50,0.71,kg
Tarta tres chocolates Hacendado congelada,8.90,0.88,kg
Mousse de queso Hacendado congelado,7.90,0.52,kg
Tarta de tiramisú Hacendado congelada,9.50,0.5,kg
Tarta de la abuela Hacendado congelada,9.00,0.825,kg
Tarta San Marcos Hacendado congelada,12.00,1.65,kg
Tarta selva negra Hacendado congelada,13.90,1.9,kg
Mousse de limón Hacendado congelado,11.00,0.805,kg
Trenza hojaldre de mantequilla Hacendado congelada,7.00,0.43,kg
Tarta Reina Hacendado congelada,9.00,0.67,kg
Tarta crema avellana blanca Hacendado congelada,9.50,0.88,kg
Tarta Cookies & Cream Hacendado congelada,11.00,0.83,kg
Tarta infantil Paw Patrol Hacendado congelada,8.50,0.635,kg
Tarta infantil Tesia and Friends Hacendado congelada,13.80,1.4,kg
Tarta infantil DC Comics Hacendado congelada,13.80,1.4,kg
Vela de cumpleaños 0 Hacendado,0.75,1.0,ud
Vela de cumpleaños 1 Hacendado,0.75,1.0,ud
Vela de cumpleaños 2 Hacendado,0.75,1.0,ud
Vela de cumpleaños 3 Hacendado,0.75,1.0,ud
Vela de cumpleaños 4 Hacendado,0.75,1.0,ud
Vela de cumpleaños 5 Hacendado,0.75,1.0,ud
Vela de cumpleaños 6 Hacendado,0.75,1.0,ud
Vela de cumpleaños 7 Hacendado,0.75,1.0,ud
Vela de cumpleaños 8 Hacendado,0.75,1.0,ud
Vela de cumpleaños 9 Hacendado,0.75,1.0,ud
Velas de cumpleaños Hacendado,0.90,1.0,ud
Almendra molida Hacendado,2.07,0.125,kg
Coco rallado Hacendado,1.10,0.125,kg
Caramelo líquido Hacendado,1.75,0.3,kg
Fideos de chocolate Hacendado,1.45,0.1,kg
Azúcar vainillado Hacendado,1.00,0.12,kg
Cacahuete +Proteínas en polvo desgrasado Hacendado 14 g proteínas 70% reducido en grasa,2.75,0.2,kg
Sirope de chocolate Hacendado,2.15,0.3,kg
Almendra palitos Hacendado,1.65,0.1,kg
Tortilla de patata con calabacín Listo para Comer,8.00,1.3,kg
Media tortilla de patata con calabacín Listo para Comer,4.50,0.65,kg
Pincho tortilla de patata con calabacín Listo para Comer,2.00,0.215,kg
Tortilla de patata con cebolla Listo para Comer,8.00,1.3,kg
Media tortilla de patata con cebolla Listo para Comer,4.50,0.65,kg
Pincho tortilla de patata con cebolla Listo para Comer,2.00,0.215,kg
Pollo teriyaki,5.00,0.3,kg
Noodles Yakisoba con carne y verduras,4.50,0.3,kg
Lentejas Listo para Comer,4.00,0.485,kg
Sepia pequeña en salsa Mery Listo para Comer,5.75,0.25,kg
Salmón con verduras Listo para Comer,5.75,0.4,kg
Shoyu ramen,7.75,0.5,kg
Ensaladilla rusa grande Listo para Comer,12.00,1.75,kg
Ensaladilla rusa mediana Listo para Comer,5.00,0.58,kg
Ensaladilla rusa pequeña Listo para Comer,3.50,0.29,kg
Ensalada de pasta Listo para Comer,4.00,0.34,kg
Brioche Listo para Comer,3.00,0.16,kg
Poke salmón,5.50,0.4,kg
Surtido sushi Bento grande,10.75,0.31,kg
Surtido sushi Bento pequeño,6.75,0.16,kg
Surtido sushi Bento mix,8.75,0.35,kg
Poke pollo,5.50,0.4,kg
Ensalada de marisco Listo para Comer,5.50,0.3,kg
"Ensalada de pollo, queso y frutos secos Listo para Comer",4.00,0.224,kg
Pizza jamón y queso Hacendado,2.50,0.415,kg
Pizza jamón y queso familiar Hacendado,3.40,0.6,kg
Pizza jamón y queso Hacendado,2.90,0.44,kg
Pizza barbacoa Hacendado,2.50,0.415,kg
Pizza barbacoa familiar Hacendado,3.40,0.6,kg
Pizza barbacoa Hacendado,2.90,0.44,kg
Pizza 4 quesos Hacendado,2.90,0.41,kg
Pizza 4 quesos familiar Hacendado,3.40,0.58,kg
Pizza 4 quesos Hacendado,2.90,0.42,kg
Pizza serrana Hacendado,2.90,0.4,kg
Pizza carbonara Hacendado,2.90,0.43,kg
Pizza carbonara familiar Hacendado,3.40,0.6,kg
Pizza mediterránea Hacendado,2.90,0.43,kg
Pizza pepperoni Hacendado,2.90,0.41,kg
Pizza atún y bacón Hacendado,2.90,0.415,kg
Pizza atún y bacón Hacendado,2.90,0.44,kg
Pizza pollo Hacendado,2.90,0.43,kg
Pizza romana Hacendado con champiñones salteados,2.90,0.43,kg
Pizza margarita Hacendado,2.20,0.34,kg
Pizza jamón y queso sin gluten y sin lactosa Hacendado,3.20,0.42,kg
Pizza pollo y bacón Hacendado,2.90,0.42,kg
Pizza Calzone con jamón cocido y queso Hacendado,3.50,0.4,kg
Pizza Prosciutto Hacendado jamón y queso,3.90,0.4,kg
Pizza Formaggi Hacendado 4 quesos,3.90,0.4,kg
Pizzas tomate y queso Hacendado ultracongeladas,2.40,0.57,kg
Pizza boloñesa Hacendado ultracongelada,2.60,0.4,kg
Pizza Pepperoni barbacoa Hacendado ultracongelada,3.50,0.54,kg
Pizza masa fina 4 quesos Hacendado ultracongelada,2.50,0.39,kg
Pizza atún Hacendado ultracongelada,2.60,0.39,kg
Pizza masa fina jamón Hacendado ultracongelada,2.50,0.4,kg
Pizza americana rellena de cheddar Hacendado ultracongelada,3.50,0.54,kg
Pizza 4 quesos sin gluten y sin lactosa Hacendado ultracongelada,3.10,0.41,kg
Pizza masa fina carbonara Hacendado ultracongelada,2.50,0.39,kg
Pizza masa fina Barbacoa Hacendado ultracongelada,2.50,0.39,kg
Masa pizza fresca familiar Hacendado,1.80,0.4,kg
Bases de pizza artesanas extrafinas y crujientes Hacendado ultracongeladas,1.90,0.42,kg
Bases de pizza sin gluten sin lactosa Hacendado ultracongeladas,4.00,0.4,kg
Piadinas pan estilo italiano Hacendado,2.10,0.32,kg
Masa fresca pizza Hacendado,2.40,0.52,kg
Masa fresca pizza de cereales y semillas Hacendado,2.60,0.52,kg
Cocas Cidoncha congeladas,2.45,0.36,kg
Cocas de dacsa Susana congeladas,1.90,0.55,kg
Rosca jamón serrano y queso emmental Hacendado,3.80,0.45,kg
Quiche verduras Hacendado,2.90,0.39,kg
"Rosca lomo, bacón y queso emmental Hacendado",3.50,0.48,kg
Quiche york y bacón Hacendado,2.90,0.38,kg
Lasaña boloñesa familiar Hacendado,4.60,0.7,kg
Lasaña boloñesa Hacendado,2.50,0.35,kg
Lasaña de espinacas y requesón Hacendado,2.85,0.35,kg
Canelones de carne y boletus Hacendado,3.55,0.35,kg
Lasaña de salmón y brócoli Hacendado,3.55,0.35,kg
Spaghetti carbonara Hacendado,2.20,0.28,kg
Macarrones con queso Hacendado,2.50,0.28,kg
Arroz cocido basmati Sabroz,1.15,0.25,kg
Arroz cocido integral Sabroz,1.10,0.25,kg
Quinoa cocida blanca y roja Sabroz,1.40,0.25,kg
Arroz cocido redondo Sabroz,1.10,0.25,kg
Arroz de secreto ibérico con setas Hacendado,3.00,0.28,kg
Pollo al curry Hacendado con arroz basmati,2.85,0.28,kg
Arroz de verduras Hacendado,3.50,0.28,kg
Pollo asado Hacendado,5.20,1.0,kg
Roti de pollo relleno de jamón y queso Hacendado,3.00,0.375,kg
Pollo asado troceado Hacendado,7.87,1.3,kg
Codillo de cerdo asado Hacendado,6.40,1.0,kg
Alitas de pollo asadas Hacendado,4.40,0.5,kg
Muslo de pato confitado Hacendado,6.30,0.3,kg
Albóndigas guisadas Hacendado,2.75,0.275,kg
Costillas de cerdo a la barbacoa cortadas Hacendado,6.25,0.5,kg
Migas Hacendado,1.90,0.22,kg
Pollo teriyaki,5.00,0.3,kg
Tortilla de patata y cebolla Hacendado,2.60,0.6,kg
Tortilla de patata Hacendado,2.60,0.6,kg
